"ANNEE";"SEXE";"AGE";"POP"
"2025";"F";"26";369047
"2025";"F";"27";363323
"2025";"F";"28";373506
"2025";"F";"29";376547
"2025";"F";"30";374321
"2025";"F";"31";378126
"2025";"F";"32";398511
"2025";"F";"33";406771
"2025";"F";"34";417474
"2025";"F";"35";424459
"2025";"F";"36";430250
"2025";"F";"37";432511
"2025";"F";"38";439461
"2025";"F";"39";437369
"2025";"F";"40";431349
"2025";"F";"41";424416
"2025";"F";"42";445930
"2025";"F";"43";447785
"2025";"F";"44";451251
"2025";"F";"45";425092
"2025";"F";"46";413289
"2025";"F";"47";412988
"2025";"F";"48";402275
"2025";"F";"49";412419
"2025";"F";"50";432378
"2025";"F";"51";455302
"2025";"F";"52";462631
"2025";"F";"53";459878
"2025";"F";"54";450295
"2025";"F";"55";444906
"2025";"F";"56";441565
"2025";"F";"57";438895
"2025";"F";"58";450433
"2025";"F";"59";451366
"2025";"F";"60";456662
"2025";"F";"61";450575
"2025";"F";"62";435002
"2025";"F";"63";434694
"2025";"F";"64";433032
"2025";"F";"65";429762
"2025";"F";"66";420706
"2025";"F";"67";416969
"2025";"F";"68";413674
"2025";"F";"69";408900
"2025";"F";"70";404167
"2025";"F";"71";394827
"2025";"F";"72";398007
"2025";"F";"73";385170
"2025";"F";"74";395167
"2025";"F";"75";385702
"2025";"F";"76";381219
"2025";"F";"77";369744
"2025";"F";"78";346414
"2025";"F";"79";259917
"2025";"F";"80";249678
"2025";"F";"81";238689
"2025";"F";"82";217000
"2025";"F";"83";189529
"2025";"F";"84";191921
"2025";"F";"85";195747
"2025";"F";"86";183791
"2025";"F";"87";172776
"2025";"F";"88";163081
"2025";"F";"89";148278
"2025";"F";"90";137727
"2025";"F";"91";119088
"2025";"F";"92";108370
"2025";"F";"93";90677
"2025";"F";"94";76563
"2025";"F";"95";57964
"2025";"F";"96";46321
"2025";"F";"97";34768
"2025";"F";"98";26271
"2025";"F";"99";54759
"2026";"M";"0";352090
"2026";"M";"1";352487
"2026";"M";"2";353275
"2026";"M";"3";354259
"2026";"M";"4";356336
"2026";"M";"5";364739
"2026";"M";"6";376800
"2026";"M";"7";384333
"2026";"M";"8";392633
"2026";"M";"9";403684
"2026";"M";"10";414492
"2026";"M";"11";424068
"2026";"M";"12";429285
"2026";"M";"13";438922
"2026";"M";"14";440616
"2026";"M";"15";452495
"2026";"M";"16";448184
"2026";"M";"17";449874
"2026";"M";"18";438609
"2026";"M";"19";437193
"2026";"M";"20";420269
"2026";"M";"21";409285
