SEXE;AGE;ANNEE;POP
F;64;2027;433562
F;65;2027;432766
F;66;2027;428359
F;67;2027;424697
F;68;2027;412933
F;69;2027;410313
F;70;2027;404744
F;71;2027;398865
F;72;2027;395155
F;73;2027;384336
F;74;2027;387969
F;75;2027;374389
F;76;2027;384528
F;77;2027;374394
F;78;2027;366575
F;79;2027;354024
F;80;2027;331486
F;81;2027;245049
F;82;2027;234524
F;83;2027;221329
F;84;2027;198756
F;85;2027;171443
F;86;2027;171941
F;87;2027;171107
F;88;2027;158802
F;89;2027;145338
F;90;2027;133787
F;91;2027;119165
F;92;2027;107382
F;93;2027;89620
F;94;2027;78686
F;95;2027;62937
F;96;2027;50687
F;97;2027;36927
F;98;2027;27327
F;99;2027;57537
F;100;2027;0
F;101;2027;0
F;102;2027;0
F;103;2027;0
F;104;2027;0
F;105;2027;0
F;106;2027;0
F;107;2027;0
F;108;2027;0
M;0;2028;388106
M;1;2028;382797
M;2;2028;384723
M;3;2028;387965
M;4;2028;392245
M;5;2028;396776
M;6;2028;400787
M;7;2028;404649
M;8;2028;408322
M;9;2028;411970
M;10;2028;415395
M;11;2028;418477
M;12;2028;423636
M;13;2028;434689
M;14;2028;434516
M;15;2028;437402
M;16;2028;446513
M;17;2028;456229
M;18;2028;451257
M;19;2028;446947
M;20;2028;434848
M;21;2028;431529
M;22;2028;412556
M;23;2028;402069
M;24;2028;393878
M;25;2028;392490
M;26;2028;394878
M;27;2028;402094
M;28;2028;382993
M;29;2028;379660
M;30;2028;374244
M;31;2028;378483
M;32;2028;374714
M;33;2028;367116
M;34;2028;369117
M;35;2028;393654
M;36;2028;401847
M;37;2028;413478
M;38;2028;413648
M;39;2028;418232
M;40;2028;419446
M;41;2028;423456
M;42;2028;422118
M;43;2028;416718
M;44;2028;411645
M;45;2028;434184
M;46;2028;434768
M;47;2028;440248
M;48;2028;415461
M;49;2028;407338
M;50;2028;411081
M;51;2028;399000
M;52;2028;408566
M;53;2028;430941
M;54;2028;450921
M;55;2028;461459
M;56;2028;456428
M;57;2028;445928
M;58;2028;435673
M;59;2028;428676
M;60;2028;422936
M;61;2028;429331
M;62;2028;427163
M;63;2028;426157
M;64;2028;417770
M;65;2028;398881
M;66;2028;392830
M;67;2028;386591
M;68;2028;376700
M;69;2028;363392
M;70;2028;355582
M;71;2028;346010
M;72;2028;334667
M;73;2028;330025
M;74;2028;314930
M;75;2028;314678
M;76;2028;301132
M;77;2028;307074
M;78;2028;292676
M;79;2028;285825
M;80;2028;271368
M;81;2028;248402
M;82;2028;179589
M;83;2028;166586
M;84;2028;153375
M;85;2028;134075
M;86;2028;110103
M;87;2028;104260
M;88;2028;97500
M;89;2028;84946
M;90;2028;72027
M;91;2028;61386
M;92;2028;49468
M;93;2028;40457
M;94;2028;30319
M;95;2028;23884
M;96;2028;17088
M;97;2028;12118
M;98;2028;7817
M;99;2028;13658
M;100;2028;0
M;101;2028;0
M;102;2028;0
M;103;2028;0
M;104;2028;0
M;105;2028;0
M;106;2028;0
M;107;2028;0
M;108;2028;0
F;0;2028;369530
F;1;2028;364468
F;2;2028;366490
F;3;2028;369583
F;4;2028;373364
F;5;2028;377342
F;6;2028;381114
F;7;2028;384922
F;8;2028;388444
F;9;2028;391754
F;10;2028;394868
F;11;2028;397830
F;12;2028;402797
F;13;2028;413515
F;14;2028;413317
F;15;2028;415559
F;16;2028;427802
F;17;2028;435133
F;18;2028;430219
F;19;2028;427898
F;20;2028;419303
F;21;2028;419317
F;22;2028;405421
F;23;2028;399604
F;24;2028;394465
F;25;2028;395098
F;26;2028;401616
F;27;2028;410208
F;28;2028;391068
F;29;2028;391867
F;30;2028;385312
F;31;2028;391141
F;32;2028;390319
F;33;2028;381927
F;34;2028;383040
F;35;2028;403894
F;36;2028;414217
F;37;2028;425122
F;38;2028;428307
F;39;2028;433841
F;40;2028;432469
F;41;2028;439613
F;42;2028;435761
F;43;2028;434341
F;44;2028;425468
F;45;2028;448100
F;46;2028;451002
F;47;2028;453004
F;48;2028;427816
F;49;2028;417154
F;50;2028;416801
F;51;2028;405769
F;52;2028;415619
F;53;2028;434985
F;54;2028;459010
F;55;2028;467468
F;56;2028;463615
F;57;2028;453879
F;58;2028;448174
F;59;2028;446547
F;60;2028;440919
F;61;2028;450017
F;62;2028;448960
F;63;2028;454813
F;64;2028;448297
F;65;2028;431562
F;66;2028;430440
F;67;2028;425900
F;68;2028;421956
F;69;2028;410068
F;70;2028;406935
F;71;2028;400993
F;72;2028;394721
F;73;2028;390791
F;74;2028;379768
F;75;2028;383003
F;76;2028;369037
F;77;2028;378504
F;78;2028;367892
F;79;2028;359422
F;80;2028;346115
F;81;2028;322874
F;82;2028;237577
F;83;2028;226390
F;84;2028;212747
F;85;2028;189918
F;86;2028;162762
F;87;2028;161929
F;88;2028;159748
F;89;2028;146690
F;90;2028;132566
F;91;2028;120278
F;92;2028;105348
F;93;2028;93155
F;94;2028;76085
F;95;2028;65242
F;96;2028;50860
F;97;2028;39839
F;98;2028;28266
F;99;2028;59908
F;100;2028;0
F;101;2028;0
F;102;2028;0
F;103;2028;0
F;104;2028;0
F;105;2028;0
F;106;2028;0
F;107;2028;0
F;108;2028;0
M;0;2029;389324
M;1;2029;383692
M;2;2029;385215
M;3;2029;387954
M;4;2029;391737
M;5;2029;395915
M;6;2029;399757
M;7;2029;403516
M;8;2029;407128
M;9;2029;410778
M;10;2029;414253
M;11;2029;417425
M;12;2029;420396
M;13;2029;425393
M;14;2029;436624
M;15;2029;437356
M;16;2029;440089
M;17;2029;447938
M;18;2029;454796
M;19;2029;447007
M;20;2029;440065
M;21;2029;426619
M;22;2029;423612
M;23;2029;406388
M;24;2029;397685
M;25;2029;391200
M;26;2029;391236
M;27;2029;394908
M;28;2029;403246
M;29;2029;385048
M;30;2029;382308
M;31;2029;377175
M;32;2029;381418
M;33;2029;377654
M;34;2029;369902
M;35;2029;371729
M;36;2029;396390
M;37;2029;404335
M;38;2029;415703
M;39;2029;415230
M;40;2029;419713
M;41;2029;420501
M;42;2029;424322
M;43;2029;422614
M;44;2029;417240
M;45;2029;411801
M;46;2029;434210
M;47;2029;434756
M;48;2029;440288
M;49;2029;415457
M;50;2029;407228
M;51;2029;410917
M;52;2029;398749
M;53;2029;408171
M;54;2029;430246
M;55;2029;450170
M;56;2029;460503
M;57;2029;455275
M;58;2029;444232
M;59;2029;433629
M;60;2029;426298
M;61;2029;420077
M;62;2029;426031
M;63;2029;423505
M;64;2029;422342
M;65;2029;413647
M;66;2029;394576
M;67;2029;388325
M;68;2029;381776
M;69;2029;371631
M;70;2029;358069
M;71;2029;349910
M;72;2029;340007
M;73;2029;328291
M;74;2029;323188
M;75;2029;307724
M;76;2029;306827
M;77;2029;292905
M;78;2029;297842
M;79;2029;283005
M;80;2029;275351
M;81;2029;260195
M;82;2029;236933
M;83;2029;170127
M;84;2029;156779
M;85;2029;143077
M;86;2029;123963
M;87;2029;100685
M;88;2029;94211
M;89;2029;86869
M;90;2029;74424
M;91;2029;61945
M;92;2029;51640
M;93;2029;40649
M;94;2029;32289
M;95;2029;23531
M;96;2029;17996
M;97;2029;12509
M;98;2029;8646
M;99;2029;14479
M;100;2029;0
M;101;2029;0
M;102;2029;0
M;103;2029;0
M;104;2029;0
M;105;2029;0
M;106;2029;0
M;107;2029;0
M;108;2029;0
F;0;2029;370685
F;1;2029;365314
F;2;2029;366951
F;3;2029;369566
F;4;2029;372874
F;5;2029;376511
F;6;2029;380123
F;7;2029;383831
F;8;2029;387297
F;9;2029;390607
F;10;2029;393767
F;11;2029;396817
F;12;2029;399727
F;13;2029;404618
F;14;2029;415396
F;15;2029;415802
F;16;2029;418073
F;17;2029;429201
F;18;2029;434404
F;19;2029;427305
F;20;2029;423680
F;21;2029;414939
F;22;2029;415853
F;23;2029;403364
F;24;2029;398695
F;25;2029;394670
F;26;2029;396374
F;27;2029;403732
F;28;2029;412988
F;29;2029;394193
F;30;2029;395223
F;31;2029;388599
F;32;2029;394404
F;33;2029;393335
F;34;2029;384647
F;35;2029;385492
F;36;2029;406365
F;37;2029;416534
F;38;2029;427199
F;39;2029;429723
F;40;2029;435090
F;41;2029;433169
F;42;2029;440176
F;43;2029;435957
F;44;2029;434713
F;45;2029;425766
F;46;2029;448198
F;47;2029;450942
F;48;2029;452790
F;49;2029;427700
F;50;2029;416887
F;51;2029;416536
F;52;2029;405352
F;53;2029;415174
F;54;2029;434421
F;55;2029;458428
F;56;2029;466978
F;57;2029;463250
F;58;2029;453375
F;59;2029;447274
F;60;2029;445146
F;61;2029;439215
F;62;2029;448230
F;63;2029;447210
F;64;2029;452971
F;65;2029;446279
F;66;2029;429298
F;67;2029;428029
F;68;2029;423216
F;69;2029;419098
F;70;2029;406768
F;71;2029;403250
F;72;2029;396848
F;73;2029;390382
F;74;2029;386173
F;75;2029;374925
F;76;2029;377563
F;77;2029;363267
F;78;2029;371967
F;79;2029;360749
F;80;2029;351440
F;81;2029;337206
F;82;2029;313399
F;83;2029;229388
F;84;2029;217674
F;85;2029;203399
F;86;2029;180443
F;87;2029;153406
F;88;2029;151325
F;89;2029;147767
F;90;2029;134002
F;91;2029;119368
F;92;2029;106517
F;93;2029;91552
F;94;2029;79237
F;95;2029;63204
F;96;2029;52824
F;97;2029;40051
F;98;2029;30551
F;99;2029;62333
F;100;2029;0
F;101;2029;0
F;102;2029;0
F;103;2029;0
F;104;2029;0
F;105;2029;0
F;106;2029;0
F;107;2029;0
F;108;2029;0
M;0;2030;390864
M;1;2030;384913
M;2;2030;386112
M;3;2030;388447
M;4;2030;391727
M;5;2030;395408
M;6;2030;398897
M;7;2030;402487
M;8;2030;405995
M;9;2030;409584
M;10;2030;413061
M;11;2030;416284
M;12;2030;419345
M;13;2030;422154
M;14;2030;427330
M;15;2030;439465
M;16;2030;440046
M;17;2030;441518
M;18;2030;446511
M;19;2030;450550
M;20;2030;440131
M;21;2030;431840
M;22;2030;418709
M;23;2030;417445
M;24;2030;402008
M;25;2030;395012
M;26;2030;389952
M;27;2030;391274
M;28;2030;396069
M;29;2030;405298
M;30;2030;387700
M;31;2030;385242
M;32;2030;380117
M;33;2030;384361
M;34;2030;380442
M;35;2030;372521
M;36;2030;374487
M;37;2030;398892
M;38;2030;406578
M;39;2030;417295
M;40;2030;416727
M;41;2030;420782
M;42;2030;421386
M;43;2030;424832
M;44;2030;423147
M;45;2030;417408
M;46;2030;411886
M;47;2030;434224
M;48;2030;434835
M;49;2030;440259
M;50;2030;415359
M;51;2030;407110
M;52;2030;410668
M;53;2030;398429
M;54;2030;407608
M;55;2030;429634
M;56;2030;449327
M;57;2030;459398
M;58;2030;453602
M;59;2030;442215
M;60;2030;431301
M;61;2030;423502
M;62;2030;416936
M;63;2030;422481
M;64;2030;419820
M;65;2030;418291
M;66;2030;409315
M;67;2030;390178
M;68;2030;383625
M;69;2030;376785
M;70;2030;366342
M;71;2030;352518
M;72;2030;344009
M;73;2030;333708
M;74;2030;321676
M;75;2030;315992
M;76;2030;300112
M;77;2030;298524
M;78;2030;284169
M;79;2030;288093
M;80;2030;272726
M;81;2030;264121
M;82;2030;248305
M;83;2030;224693
M;84;2030;160209
M;85;2030;146356
M;86;2030;132409
M;87;2030;113501
M;88;2030;91120
M;89;2030;84077
M;90;2030;76253
M;91;2030;64131
M;92;2030;52212
M;93;2030;42518
M;94;2030;32503
M;95;2030;25111
M;96;2030;17762
M;97;2030;13197
M;98;2030;8942
M;99;2030;15634
M;100;2030;0
M;101;2030;0
M;102;2030;0
M;103;2030;0
M;104;2030;0
M;105;2030;0
M;106;2030;0
M;107;2030;0
M;108;2030;0
F;0;2030;372147
F;1;2030;366472
F;2;2030;367798
F;3;2030;370028
F;4;2030;372858
F;5;2030;376021
F;6;2030;379293
F;7;2030;382841
F;8;2030;386206
F;9;2030;389460
F;10;2030;392620
F;11;2030;395716
F;12;2030;398715
F;13;2030;401549
F;14;2030;406501
F;15;2030;417882
F;16;2030;418318
F;17;2030;419474
F;18;2030;428474
F;19;2030;431492
F;20;2030;423089
F;21;2030;419317
F;22;2030;411477
F;23;2030;413797
F;24;2030;402456
F;25;2030;398901
F;26;2030;395948
F;27;2030;398492
F;28;2030;406515
F;29;2030;416112
F;30;2030;397551
F;31;2030;398511
F;32;2030;391865
F;33;2030;397422
F;34;2030;396056
F;35;2030;387102
F;36;2030;387973
F;37;2030;408689
F;38;2030;418619
F;39;2030;428621
F;40;2030;430980
F;41;2030;435795
F;42;2030;433743
F;43;2030;440377
F;44;2030;436337
F;45;2030;435013
F;46;2030;425895
F;47;2030;448153
F;48;2030;450744
F;49;2030;452658
F;50;2030;427435
F;51;2030;416638
F;52;2030;416120
F;53;2030;404943
F;54;2030;414668
F;55;2030;433912
F;56;2030;457983
F;57;2030;466633
F;58;2030;462753
F;59;2030;452493
F;60;2030;445905
F;61;2030;443466
F;62;2030;437507
F;63;2030;446527
F;64;2030;445449
F;65;2030;450983
F;66;2030;443995
F;67;2030;426953
F;68;2030;425396
F;69;2030;420419
F;70;2030;415806
F;71;2030;403167
F;72;2030;399174
F;73;2030;392508
F;74;2030;385791
F;75;2030;381277
F;76;2030;369616
F;77;2030;371697
F;78;2030;357006
F;79;2030;364785
F;80;2030;352778
F;81;2030;342450
F;82;2030;327401
F;83;2030;302992
F;84;2030;220610
F;85;2030;208176
F;86;2030;193363
F;87;2030;170214
F;88;2030;143494
F;89;2030;140130
F;90;2030;135186
F;91;2030;120856
F;92;2030;105889
F;93;2030;92734
F;94;2030;78014
F;95;2030;65950
F;96;2030;51271
F;97;2030;41674
F;98;2030;30774
F;99;2030;65815
F;100;2030;0
F;101;2030;0
F;102;2030;0
F;103;2030;0
F;104;2030;0
F;105;2030;0
F;106;2030;0
F;107;2030;0
F;108;2030;0
M;0;2031;392754
M;1;2031;386456
M;2;2031;387335
M;3;2031;389346
M;4;2031;392221
M;5;2031;395399
M;6;2031;398391
M;7;2031;401627
M;8;2031;404967
M;9;2031;408452
M;10;2031;411868
M;11;2031;415093
M;12;2031;418205
M;13;2031;421104
M;14;2031;424092
M;15;2031;430174
M;16;2031;442157
M;17;2031;441478
M;18;2031;440096
M;19;2031;442272
M;20;2031;443678
M;21;2031;431911
M;22;2031;423934
M;23;2031;412550
M;24;2031;413066
M;25;2031;399338
M;26;2031;393768
M;27;2031;389996
M;28;2031;392443
M;29;2031;398131
M;30;2031;407947
M;31;2031;390638
M;32;2031;388187
M;33;2031;383068
M;34;2031;387153
M;35;2031;383062
M;36;2031;375287
M;37;2031;377012
M;38;2031;401149
M;39;2031;408189
M;40;2031;418802
M;41;2031;417812
M;42;2031;421681
M;43;2031;421915
M;44;2031;425380
M;45;2031;423326
M;46;2031;417505
M;47;2031;411963
M;48;2031;434331
M;49;2031;434848
M;50;2031;440134
M;51;2031;415253
M;52;2031;406910
M;53;2031;410350
M;54;2031;397946
M;55;2031;407136
M;56;2031;428938
M;57;2031;448339
M;58;2031;457775
M;59;2031;451608
M;60;2031;439914
M;61;2031;428556
M;62;2031;420426
M;63;2031;413550
M;64;2031;418908
M;65;2031;415904
M;66;2031;414033
M;67;2031;404886
M;68;2031;385588
M;69;2031;378752
M;70;2031;371575
M;71;2031;360824
M;72;2031;346740
M;73;2031;337812
M;74;2031;327168
M;75;2031;314704
M;76;2031;308383
M;77;2031;292059
M;78;2031;289705
M;79;2031;274941
M;80;2031;277728
M;81;2031;261700
M;82;2031;252166
M;83;2031;235612
M;84;2031;211833
M;85;2031;149663
M;86;2031;135550
M;87;2031;121360
M;88;2031;102851
M;89;2031;81450
M;90;2031;73930
M;91;2031;65833
M;92;2031;54161
M;93;2031;43072
M;94;2031;34062
M;95;2031;25325
M;96;2031;18991
M;97;2031;13048
M;98;2031;9451
M;99;2031;16647
M;100;2031;0
M;101;2031;0
M;102;2031;0
M;103;2031;0
M;104;2031;0
M;105;2031;0
M;106;2031;0
M;107;2031;0
M;108;2031;0
F;0;2031;373942
F;1;2031;367937
F;2;2031;368957
F;3;2031;370876
F;4;2031;373321
F;5;2031;376006
F;6;2031;378803
F;7;2031;382011
F;8;2031;385217
F;9;2031;388370
F;10;2031;391474
F;11;2031;394570
F;12;2031;397615
F;13;2031;400538
F;14;2031;403433
F;15;2031;408988
F;16;2031;420398
F;17;2031;419721
F;18;2031;418749
F;19;2031;425564
F;20;2031;427278
F;21;2031;418728
F;22;2031;415857
F;23;2031;409423
F;24;2031;412890
F;25;2031;402663
F;26;2031;400180
F;27;2031;398069
F;28;2031;401278
F;29;2031;409642
F;30;2031;419469
F;31;2031;400841
F;32;2031;401778
F;33;2031;394886
F;34;2031;400145
F;35;2031;398511
F;36;2031;389586
F;37;2031;390307
F;38;2031;410782
F;39;2031;420050
F;40;2031;429885
F;41;2031;431694
F;42;2031;436375
F;43;2031;433956
F;44;2031;440762
F;45;2031;436645
F;46;2031;435144
F;47;2031;425884
F;48;2031;447972
F;49;2031;450629
F;50;2031;452376
F;51;2031;427188
F;52;2031;416239
F;53;2031;415712
F;54;2031;404475
F;55;2031;414219
F;56;2031;433543
F;57;2031;457687
F;58;2031;466158
F;59;2031;461877
F;60;2031;451143
F;61;2031;444259
F;62;2031;441782
F;63;2031;435887
F;64;2031;444815
F;65;2031;443545
F;66;2031;448730
F;67;2031;441628
F;68;2031;424389
F;69;2031;422653
F;70;2031;417192
F;71;2031;412212
F;72;2031;399179
F;73;2031;394907
F;74;2031;387916
F;75;2031;380923
F;76;2031;375911
F;77;2031;363892
F;78;2031;365331
F;79;2031;350126
F;80;2031;356771
F;81;2031;343799
F;82;2031;332554
F;83;2031;316628
F;84;2031;291764
F;85;2031;211041
F;86;2031;197973
F;87;2031;182517
F;88;2031;159350
F;89;2031;133021
F;90;2031;128356
F;91;2031;122117
F;92;2031;107390
F;93;2031;92348
F;94;2031;79166
F;95;2031;65053
F;96;2031;53599
F;97;2031;40524
F;98;2031;32081
F;99;2031;68536
F;100;2031;0
F;101;2031;0
F;102;2031;0
F;103;2031;0
F;104;2031;0
F;105;2031;0
F;106;2031;0
F;107;2031;0
F;108;2031;0
M;0;2032;394834
M;1;2032;388349
M;2;2032;388880
M;3;2032;390570
M;4;2032;393121
M;5;2032;395893
M;6;2032;398382
M;7;2032;401122
M;8;2032;404108
M;9;2032;407425
M;10;2032;410737
M;11;2032;413901
M;12;2032;417015
M;13;2032;419965
M;14;2032;423043
M;15;2032;426937
M;16;2032;432869
M;17;2032;443591
M;18;2032;440060
M;19;2032;435863
M;20;2032;435407
M;21;2032;435463
M;22;2032;424010
M;23;2032;417778
M;24;2032;408178
M;25;2032;410398
M;26;2032;398098
M;27;2032;393816
M;28;2032;391171
M;29;2032;394512
M;30;2032;400789
M;31;2032;410882
M;32;2032;393587
M;33;2032;391140
M;34;2032;385867
M;35;2032;389777
M;36;2032;385829
M;37;2032;377820
M;38;2032;379294
M;39;2032;402775
M;40;2032;409716
M;41;2032;419898
M;42;2032;418728
M;43;2032;422226
M;44;2032;422484
M;45;2032;425574
M;46;2032;423435
M;47;2032;417595
M;48;2032;412138
M;49;2032;434374
M;50;2032;434768
M;51;2032;439999
M;52;2032;415067
M;53;2032;406644
M;54;2032;409869
M;55;2032;397559
M;56;2032;406588
M;57;2032;428103
M;58;2032;446837
M;59;2032;455832
M;60;2032;449331
M;61;2032;437197
M;62;2032;425533
M;63;2032;417107
M;64;2032;410148
M;65;2032;415108
M;66;2032;411785
M;67;2032;409680
M;68;2032;400262
M;69;2032;380829
M;70;2032;373662
M;71;2032;366136
M;72;2032;355075
M;73;2032;340666
M;74;2032;331373
M;75;2032;320267
M;76;2032;307323
M;77;2032;300324
M;78;2032;283504
M;79;2032;280387
M;80;2032;265128
M;81;2032;266607
M;82;2032;249958
M;83;2032;239398
M;84;2032;222267
M;85;2032;198169
M;86;2032;138720
M;87;2032;124349
M;88;2032;110095
M;89;2032;92064
M;90;2032;71742
M;91;2032;63942
M;92;2032;55705
M;93;2032;44766
M;94;2032;34570
M;95;2032;26591
M;96;2032;19188
M;97;2032;13976
M;98;2032;9362
M;99;2032;17713
M;100;2032;0
M;101;2032;0
M;102;2032;0
M;103;2032;0
M;104;2032;0
M;105;2032;0
M;106;2032;0
M;107;2032;0
M;108;2032;0
F;0;2032;375919
F;1;2032;369734
F;2;2032;370423
F;3;2032;372035
F;4;2032;374169
F;5;2032;376470
F;6;2032;378789
F;7;2032;381522
F;8;2032;384387
F;9;2032;387382
F;10;2032;390385
F;11;2032;393424
F;12;2032;396469
F;13;2032;399438
F;14;2032;402422
F;15;2032;405921
F;16;2032;411506
F;17;2032;421802
F;18;2032;418997
F;19;2032;415841
F;20;2032;421352
F;21;2032;422918
F;22;2032;415270
F;23;2032;413804
F;24;2032;408518
F;25;2032;413098
F;26;2032;403944
F;27;2032;402302
F;28;2032;400857
F;29;2032;404408
F;30;2032;413002
F;31;2032;422758
F;32;2032;404110
F;33;2032;404800
F;34;2032;397613
F;35;2032;402603
F;36;2032;400995
F;37;2032;391923
F;38;2032;392411
F;39;2032;412221
F;40;2032;421323
F;41;2032;430605
F;42;2032;432283
F;43;2032;436594
F;44;2032;434354
F;45;2032;441076
F;46;2032;436785
F;47;2032;435135
F;48;2032;425739
F;49;2032;447874
F;50;2032;450365
F;51;2032;452111
F;52;2032;426790
F;53;2032;415849
F;54;2032;415244
F;55;2032;404066
F;56;2032;413913
F;57;2032;433327
F;58;2032;457263
F;59;2032;465305
F;60;2032;460534
F;61;2032;449516
F;62;2032;442610
F;63;2032;440187
F;64;2032;434262
F;65;2032;442963
F;66;2032;441382
F;67;2032;446396
F;68;2032;439040
F;69;2032;421719
F;70;2032;419483
F;71;2032;413668
F;72;2032;408231
F;73;2032;395005
F;74;2032;390393
F;75;2032;383047
F;76;2032;375587
F;77;2032;370125
F;78;2032;357681
F;79;2032;358336
F;80;2032;342442
F;81;2032;347743
F;82;2032;333914
F;83;2032;321679
F;84;2032;304994
F;85;2032;279485
F;86;2032;200758
F;87;2032;186941
F;88;2032;170976
F;89;2032;147842
F;90;2032;121991
F;91;2032;116105
F;92;2032;108692
F;93;2032;93821
F;94;2032;78977
F;95;2032;66138
F;96;2032;52968
F;97;2032;42441
F;98;2032;31257
F;99;2032;71511
F;100;2032;0
F;101;2032;0
F;102;2032;0
F;103;2032;0
F;104;2032;0
F;105;2032;0
F;106;2032;0
F;107;2032;0
F;108;2032;0
M;0;2033;396935
M;1;2033;390432
M;2;2033;390774
M;3;2033;392116
M;4;2033;394346
M;5;2033;396794
M;6;2033;398877
M;7;2033;401114
M;8;2033;403603
M;9;2033;406566
M;10;2033;409710
M;11;2033;412770
M;12;2033;415823
M;13;2033;418776
M;14;2033;421905
M;15;2033;425890
M;16;2033;429634
M;17;2033;434307
M;18;2033;442176
M;19;2033;435831
M;20;2033;429005
M;21;2033;427199
M;22;2033;427566
M;23;2033;417860
M;24;2033;413410
M;25;2033;405517
M;26;2033;409159
M;27;2033;398150
M;28;2033;394995
M;29;2033;393247
M;30;2033;397178
M;31;2033;403733
M;32;2033;413828
M;33;2033;396544
M;34;2033;393942
M;35;2033;388499
M;36;2033;392548
M;37;2033;388363
M;38;2033;380110
M;39;2033;380946
M;40;2033;404317
M;41;2033;410833
M;42;2033;420826
M;43;2033;419291
M;44;2033;422811
M;45;2033;422701
M;46;2033;425699
M;47;2033;423537
M;48;2033;417784
M;49;2033;412253
M;50;2033;434325
M;51;2033;434681
M;52;2033;439781
M;53;2033;414816
M;54;2033;406219
M;55;2033;409484
M;56;2033;397100
M;57;2033;405908
M;58;2033;426761
M;59;2033;445020
M;60;2033;453608
M;61;2033;446639
M;62;2033;434202
M;63;2033;422267
M;64;2033;413774
M;65;2033;406525
M;66;2033;411109
M;67;2033;407575
M;68;2033;405133
M;69;2033;395464
M;70;2033;375856
M;71;2033;368347
M;72;2033;360466
M;73;2033;349028
M;74;2033;334351
M;75;2033;324571
M;76;2033;312954
M;77;2033;299494
M;78;2033;291750
M;79;2033;274463
M;80;2033;270475
M;81;2033;254591
M;82;2033;254759
M;83;2033;237412
M;84;2033;225967
M;85;2033;208083
M;86;2033;183937
M;87;2033;127368
M;88;2033;112917
M;89;2033;98669
M;90;2033;81214
M;91;2033;62160
M;92;2033;54203
M;93;2033;46130
M;94;2033;35996
M;95;2033;27037
M;96;2033;20185
M;97;2033;14145
M;98;2033;10046
M;99;2033;18400
M;100;2033;0
M;101;2033;0
M;102;2033;0
M;103;2033;0
M;104;2033;0
M;105;2033;0
M;106;2033;0
M;107;2033;0
M;108;2033;0
F;0;2033;377914
F;1;2033;371714
F;2;2033;372221
F;3;2033;373502
F;4;2033;375329
F;5;2033;377318
F;6;2033;379253
F;7;2033;381509
F;8;2033;383899
F;9;2033;386552
F;10;2033;389397
F;11;2033;392336
F;12;2033;395324
F;13;2033;398293
F;14;2033;401323
F;15;2033;404911
F;16;2033;408440
F;17;2033;412911
F;18;2033;421079
F;19;2033;416091
F;20;2033;411631
F;21;2033;416995
F;22;2033;419461
F;23;2033;413219
F;24;2033;412900
F;25;2033;408728
F;26;2033;414379
F;27;2033;406067
F;28;2033;405091
F;29;2033;403989
F;30;2033;407772
F;31;2033;416294
F;32;2033;426026
F;33;2033;407134
F;34;2033;407528
F;35;2033;400074
F;36;2033;405090
F;37;2033;403332
F;38;2033;394031
F;39;2033;393862
F;40;2033;413503
F;41;2033;422053
F;42;2033;431201
F;43;2033;432512
F;44;2033;436999
F;45;2033;434682
F;46;2033;441223
F;47;2033;436786
F;48;2033;434992
F;49;2033;425680
F;50;2033;447628
F;51;2033;450119
F;52;2033;451694
F;53;2033;426401
F;54;2033;415400
F;55;2033;414835
F;56;2033;403801
F;57;2033;413764
F;58;2033;432988
F;59;2033;456464
F;60;2033;463985
F;61;2033;458914
F;62;2033;447887
F;63;2033;441053
F;64;2033;438589
F;65;2033;432502
F;66;2033;440854
F;67;2033;439143
F;68;2033;443843
F;69;2033;436343
F;70;2033;418627
F;71;2033;416020
F;72;2033;409760
F;73;2033;404064
F;74;2033;390591
F;75;2033;385607
F;76;2033;377709
F;77;2033;369833
F;78;2033;363845
F;79;2033;350855
F;80;2033;350525
F;81;2033;333778
F;82;2033;337803
F;83;2033;323050
F;84;2033;309931
F;85;2033;292263
F;86;2033;266223
F;87;2033;189636
F;88;2033;175195
F;89;2033;158733
F;90;2033;135698
F;91;2033;110495
F;92;2033;103495
F;93;2033;95123
F;94;2033;80380
F;95;2033;66101
F;96;2033;53951
F;97;2033;42018
F;98;2033;32796
F;99;2033;73085
F;100;2033;0
F;101;2033;0
F;102;2033;0
F;103;2033;0
F;104;2033;0
F;105;2033;0
F;106;2033;0
F;107;2033;0
F;108;2033;0
M;0;2034;398960
M;1;2034;392536
M;2;2034;392859
M;3;2034;394011
M;4;2034;395892
M;5;2034;398020
M;6;2034;399779
M;7;2034;401610
M;8;2034;403596
M;9;2034;406062
M;10;2034;408852
M;11;2034;411744
M;12;2034;414693
M;13;2034;417585
M;14;2034;420717
M;15;2034;424753
M;16;2034;428589
M;17;2034;431075
M;18;2034;432897
M;19;2034;437950
M;20;2034;428977
M;21;2034;420804
M;22;2034;419310
M;23;2034;421420
M;24;2034;413497
M;25;2034;410752
M;26;2034;404285
M;27;2034;409212
M;28;2034;399333
M;29;2034;397075
M;30;2034;395919
M;31;2034;400130
M;32;2034;406688
M;33;2034;416783
M;34;2034;399350
M;35;2034;396577
M;36;2034;391278
M;37;2034;395087
M;38;2034;390655
M;39;2034;381771
M;40;2034;382516
M;41;2034;405450
M;42;2034;411783
M;43;2034;421401
M;44;2034;419895
M;45;2034;423045
M;46;2034;422850
M;47;2034;425819
M;48;2034;423739
M;49;2034;417914
M;50;2034;412281
M;51;2034;434272
M;52;2034;434514
M;53;2034;439496
M;54;2034;414406
M;55;2034;405892
