SEXE;AGE;ANNEE;POP
M;3;2041;407895
M;4;2041;409951
M;5;2041;411685
M;6;2041;412661
M;7;2041;413413
M;8;2041;413867
M;9;2041;414220
M;10;2041;414420
M;11;2041;414559
M;12;2041;414937
M;13;2041;415474
M;14;2041;416515
M;15;2041;418873
M;16;2041;421585
M;17;2041;423539
M;18;2041;422999
M;19;2041;419819
M;20;2041;414112
M;21;2041;407119
M;22;2041;400433
M;23;2041;395438
M;24;2041;392131
M;25;2041;392714
M;26;2041;400747
M;27;2041;398692
M;28;2041;399906
M;29;2041;408365
M;30;2041;419270
M;31;2041;418667
M;32;2041;421534
M;33;2041;419270
M;34;2041;426932
M;35;2041;418530
M;36;2041;416979
M;37;2041;415701
M;38;2041;419247
M;39;2041;424486
M;40;2041;433154
M;41;2041;414136
M;42;2041;409724
M;43;2041;402301
M;44;2041;404217
M;45;2041;397825
M;46;2041;387574
M;47;2041;386974
M;48;2041;408896
M;49;2041;414425
M;50;2041;423451
M;51;2041;421405
M;52;2041;424222
M;53;2041;423722
M;54;2041;426173
M;55;2041;423631
M;56;2041;417382
M;57;2041;411276
M;58;2041;431690
M;59;2041;430521
M;60;2041;433744
M;61;2041;407439
M;62;2041;396937
M;63;2041;397551
M;64;2041;383151
M;65;2041;388994
M;66;2041;406514
M;67;2041;421571
M;68;2041;427343
M;69;2041;418551
M;70;2041;404667
M;71;2041;391283
M;72;2041;380881
M;73;2041;371502
M;74;2041;372766
M;75;2041;366174
M;76;2041;360176
M;77;2041;347322
M;78;2041;325458
M;79;2041;313847
M;80;2041;301418
M;81;2041;285461
M;82;2041;266412
M;83;2041;250851
M;84;2041;233551
M;85;2041;214498
M;86;2041;199391
M;87;2041;177628
M;88;2041;165444
M;89;2041;145910
M;90;2041;135553
M;91;2041;115848
M;92;2041;99698
M;93;2041;81772
M;94;2041;62921
M;95;2041;37137
M;96;2041;27595
M;97;2041;19851
M;98;2041;13322
M;99;2041;25005
M;100;2041;0
M;101;2041;0
M;102;2041;0
M;103;2041;0
M;104;2041;0
M;105;2041;0
M;106;2041;0
M;107;2041;0
M;108;2041;0
F;0;2041;390113
F;1;2041;385245
F;2;2041;386729
F;3;2041;388486
F;4;2041;390148
F;5;2041;391452
F;6;2041;392329
F;7;2041;393167
F;8;2041;393617
F;9;2041;393783
F;10;2041;393818
F;11;2041;393972
F;12;2041;394405
F;13;2041;395069
F;14;2041;396108
F;15;2041;398135
F;16;2041;400671
F;17;2041;402567
F;18;2041;402681
F;19;2041;400766
F;20;2041;397651
F;21;2041;394444
F;22;2041;392138
F;23;2041;391189
F;24;2041;391300
F;25;2041;394574
F;26;2041;404744
F;27;2041;404791
F;28;2041;407333
F;29;2041;420178
F;30;2041;429461
F;31;2041;428567
F;32;2041;432422
F;33;2041;431068
F;34;2041;438163
F;35;2041;430199
F;36;2041;428927
F;37;2041;427039
F;38;2041;429565
F;39;2041;436234
F;40;2041;443970
F;41;2041;422843
F;42;2041;421131
F;43;2041;411499
F;44;2041;414461
F;45;2041;410748
F;46;2041;399586
F;47;2041;398036
F;48;2041;416216
F;49;2041;423972
F;50;2041;432285
F;51;2041;433172
F;52;2041;436871
F;53;2041;433885
F;54;2041;439779
F;55;2041;434979
F;56;2041;433067
F;57;2041;423792
F;58;2041;445419
F;59;2041;447409
F;60;2041;448169
F;61;2041;422194
F;62;2041;410380
F;63;2041;408863
F;64;2041;396948
F;65;2041;405299
F;66;2041;422503
F;67;2041;444047
F;68;2041;450205
F;69;2041;444267
F;70;2041;432162
F;71;2041;423752
F;72;2041;419152
F;73;2041;411016
F;74;2041;416584
F;75;2041;412312
F;76;2041;413718
F;77;2041;403292
F;78;2041;383323
F;79;2041;376937
F;80;2041;366646
F;81;2041;355936
F;82;2041;337595
F;83;2041;325914
F;84;2041;311130
F;85;2041;296657
F;86;2041;283092
F;87;2041;263368
F;88;2041;252826
F;89;2041;229746
F;90;2041;220581
F;91;2041;198111
F;92;2041;176580
F;93;2041;152820
F;94;2041;125878
F;95;2041;79552
F;96;2041;64437
F;97;2041;50243
F;98;2041;36414
F;99;2041;84145
F;100;2041;0
F;101;2041;0
F;102;2041;0
F;103;2041;0
F;104;2041;0
F;105;2041;0
F;106;2041;0
F;107;2041;0
F;108;2041;0
M;0;2042;409848
M;1;2042;405390
M;2;2042;407114
M;3;2042;409292
M;4;2042;411676
M;5;2042;413629
M;6;2042;414674
M;7;2042;415397
M;8;2042;415899
M;9;2042;416329
M;10;2042;416510
M;11;2042;416458
M;12;2042;416486
M;13;2042;416704
M;14;2042;417421
M;15;2042;419372
M;16;2042;421584
M;17;2042;423043
M;18;2042;422152
M;19;2042;418804
M;20;2042;412999
M;21;2042;405946
M;22;2042;399268
M;23;2042;394328
M;24;2042;391116
M;25;2042;389516
M;26;2042;391523
M;27;2042;400841
M;28;2042;399913
M;29;2042;402023
M;30;2042;411072
M;31;2042;422256
M;32;2042;421661
M;33;2042;424532
M;34;2042;422114
M;35;2042;429603
M;36;2042;421348
M;37;2042;419563
M;38;2042;418041
M;39;2042;420952
M;40;2042;426101
M;41;2042;434349
M;42;2042;415173
M;43;2042;410408
M;44;2042;403031
M;45;2042;404591
M;46;2042;398137
M;47;2042;387891
M;48;2042;387391
M;49;2042;409219
M;50;2042;414645
M;51;2042;423647
M;52;2042;421518
M;53;2042;424255
M;54;2042;423583
M;55;2042;426106
M;56;2042;423478
M;57;2042;417091
M;58;2042;410474
M;59;2042;430467
M;60;2042;429000
M;61;2042;431762
M;62;2042;405264
M;63;2042;394530
M;64;2042;395081
M;65;2042;380498
M;66;2042;386052
M;67;2042;403286
M;68;2042;417946
M;69;2042;423387
M;70;2042;414329
M;71;2042;400217
M;72;2042;386589
M;73;2042;375834
M;74;2042;366137
M;75;2042;366771
M;76;2042;359596
M;77;2042;352922
M;78;2042;339431
M;79;2042;317151
M;80;2042;304774
M;81;2042;291417
M;82;2042;274644
M;83;2042;254801
M;84;2042;238441
M;85;2042;220219
M;86;2042;200573
M;87;2042;184620
M;88;2042;162698
M;89;2042;149740
M;90;2042;130181
M;91;2042;118981
M;92;2042;99700
M;93;2042;83968
M;94;2042;66836
M;95;2042;50042
M;96;2042;28645
M;97;2042;20650
M;98;2042;14501
M;99;2042;26497
M;100;2042;0
M;101;2042;0
M;102;2042;0
M;103;2042;0
M;104;2042;0
M;105;2042;0
M;106;2042;0
M;107;2042;0
M;108;2042;0
F;0;2042;390192
F;1;2042;385929
F;2;2042;387740
F;3;2042;389813
F;4;2042;391785
F;5;2042;393301
F;6;2042;394239
F;7;2042;395052
F;8;2042;395547
F;9;2042;395785
F;10;2042;395802
F;11;2042;395773
F;12;2042;395876
F;13;2042;396234
F;14;2042;396960
F;15;2042;398603
F;16;2042;400662
F;17;2042;402085
F;18;2042;401855
F;19;2042;399786
F;20;2042;396569
F;21;2042;393308
F;22;2042;391002
F;23;2042;390101
F;24;2042;390300
F;25;2042;391525
F;26;2042;395871
F;27;2042;406882
F;28;2042;407596
F;29;2042;410481
F;30;2042;423557
F;31;2042;432770
F;32;2042;431854
F;33;2042;435463
F;34;2042;433814
F;35;2042;440642
F;36;2042;432708
F;37;2042;431288
F;38;2042;429170
F;39;2042;431041
F;40;2042;437549
F;41;2042;444738
F;42;2042;423495
F;43;2042;421423
F;44;2042;411982
F;45;2042;414873
F;46;2042;410995
F;47;2042;399701
F;48;2042;398018
F;49;2042;416268
F;50;2042;423867
F;51;2042;432186
F;52;2042;432916
F;53;2042;436612
F;54;2042;433561
F;55;2042;439494
F;56;2042;434833
F;57;2042;433072
F;58;2042;423682
F;59;2042;444886
F;60;2042;446395
F;61;2042;446865
F;62;2042;420937
F;63;2042;409235
F;64;2042;407707
F;65;2042;395683
F;66;2042;403740
F;67;2042;420791
F;68;2042;442001
F;69;2042;447988
F;70;2042;441621
F;71;2042;429254
F;72;2042;420460
F;73;2042;415649
F;74;2042;407279
F;75;2042;412455
F;76;2042;407667
F;77;2042;408518
F;78;2042;397574
F;79;2042;377079
F;80;2042;369768
F;81;2042;358402
F;82;2042;346678
F;83;2042;327406
F;84;2042;314698
F;85;2042;298706
F;86;2042;283230
F;87;2042;268425
F;88;2042;247825
F;89;2042;235791
F;90;2042;211966
F;91;2042;201011
F;92;2042;177903
F;93;2042;155912
F;94;2042;132312
F;95;2042;106651
F;96;2042;65763
F;97;2042;51850
F;98;2042;39434
F;99;2042;86925
F;100;2042;0
F;101;2042;0
F;102;2042;0
F;103;2042;0
F;104;2042;0
F;105;2042;0
F;106;2042;0
F;107;2042;0
F;108;2042;0
M;0;2043;409404
M;1;2043;405470
M;2;2043;407828
M;3;2043;410358
M;4;2043;413074
M;5;2043;415355
M;6;2043;416618
M;7;2043;417411
M;8;2043;417883
M;9;2043;418362
M;10;2043;418619
M;11;2043;418548
M;12;2043;418386
M;13;2043;418253
M;14;2043;418652
M;15;2043;420279
M;16;2043;422085
M;17;2043;423043
M;18;2043;421658
M;19;2043;417959
M;20;2043;411987
M;21;2043;404837
M;22;2043;398099
M;23;2043;393167
M;24;2043;390010
M;25;2043;388505
M;26;2043;388329
M;27;2043;391623
M;28;2043;402065
M;29;2043;402034
M;30;2043;404736
M;31;2043;414065
M;32;2043;425253
M;33;2043;424664
M;34;2043;427380
M;35;2043;424792
M;36;2043;432423
M;37;2043;423936
M;38;2043;421908
M;39;2043;419754
M;40;2043;422578
M;41;2043;427310
M;42;2043;435382
M;43;2043;415864
M;44;2043;411142
M;45;2043;403418
M;46;2043;404909
M;47;2043;398456
M;48;2043;388323
M;49;2043;387765
M;50;2043;409469
M;51;2043;414880
M;52;2043;423783
M;53;2043;421587
M;54;2043;424148
M;55;2043;423559
M;56;2043;425985
M;57;2043;423209
M;58;2043;416313
M;59;2043;409379
M;60;2043;429000
M;61;2043;427098
M;62;2043;429530
M;63;2043;402877
M;64;2043;392146
M;65;2043;392426
M;66;2043;377692
M;67;2043;383063
M;68;2043;399908
M;69;2043;414184
M;70;2043;419237
M;71;2043;409902
M;72;2043;395550
M;73;2043;381608
M;74;2043;370555
M;75;2043;360402
M;76;2043;360354
M;77;2043;352536
M;78;2043;345104
M;79;2043;330985
M;80;2043;308199
M;81;2043;294891
M;82;2043;280618
M;83;2043;262931
M;84;2043;242448
M;85;2043;225091
M;86;2043;206185
M;87;2043;185962
M;88;2043;169354
M;89;2043;147392
M;90;2043;133751
M;91;2043;114408
M;92;2043;102552
M;93;2043;84115
M;94;2043;68746
M;95;2043;53248
M;96;2043;38676
M;97;2043;21470
M;98;2043;15111
M;99;2043;28435
M;100;2043;0
M;101;2043;0
M;102;2043;0
M;103;2043;0
M;104;2043;0
M;105;2043;0
M;106;2043;0
M;107;2043;0
M;108;2043;0
F;0;2043;389773
F;1;2043;386011
F;2;2043;388425
F;3;2043;390824
F;4;2043;393112
F;5;2043;394939
F;6;2043;396088
F;7;2043;396962
F;8;2043;397432
F;9;2043;397716
F;10;2043;397804
F;11;2043;397757
F;12;2043;397677
F;13;2043;397705
F;14;2043;398125
F;15;2043;399456
F;16;2043;401130
F;17;2043;402077
F;18;2043;401374
F;19;2043;398961
F;20;2043;395590
F;21;2043;392227
F;22;2043;389867
F;23;2043;388967
F;24;2043;389213
F;25;2043;390526
F;26;2043;392824
F;27;2043;398011
F;28;2043;409688
F;29;2043;410745
F;30;2043;413863
F;31;2043;426868
F;32;2043;436058
F;33;2043;434897
F;34;2043;438211
F;35;2043;436296
F;36;2043;443151
F;37;2043;435071
F;38;2043;433421
F;39;2043;430650
F;40;2043;432362
F;41;2043;438324
F;42;2043;445386
F;43;2043;423791
F;44;2043;421907
F;45;2043;412402
F;46;2043;415125
F;47;2043;411110
F;48;2043;399690
F;49;2043;398096
F;50;2043;416181
F;51;2043;423789
F;52;2043;431944
F;53;2043;432676
F;54;2043;436300
F;55;2043;433302
F;56;2043;439359
F;57;2043;434854
F;58;2043;432965
F;59;2043;423215
F;60;2043;443902
F;61;2043;445122
F;62;2043;445572
F;63;2043;419791
F;64;2043;408110
F;65;2043;406440
F;66;2043;394196
F;67;2043;402145
F;68;2043;418897
F;69;2043;439878
F;70;2043;445381
F;71;2043;438720
F;72;2043;425994
F;73;2043;417023
F;74;2043;411957
F;75;2043;403328
F;76;2043;407913
F;77;2043;402654
F;78;2043;402865
F;79;2043;391263
F;80;2043;370067
F;81;2043;361641
F;82;2043;349284
F;83;2043;336459
F;84;2043;316373
F;85;2043;302391
F;86;2043;285257
F;87;2043;268627
F;88;2043;252675
F;89;2043;231198
F;90;2043;217647
F;91;2043;193240
F;92;2043;180615
F;93;2043;157188
F;94;2043;135098
F;95;2043;112209
F;96;2043;88264
F;97;2043;52983
F;98;2043;40751
F;99;2043;91424
F;100;2043;0
F;101;2043;0
F;102;2043;0
F;103;2043;0
F;104;2043;0
F;105;2043;0
F;106;2043;0
F;107;2043;0
F;108;2043;0
M;0;2044;408532
M;1;2044;405028
M;2;2044;407909
M;3;2044;411072
M;4;2044;414140
M;5;2044;416753
M;6;2044;418344
M;7;2044;419355
M;8;2044;419897
M;9;2044;420346
M;10;2044;420652
M;11;2044;420657
M;12;2044;420476
M;13;2044;420154
M;14;2044;420201
M;15;2044;421511
M;16;2044;422993
M;17;2044;423546
M;18;2044;421660
M;19;2044;417468
M;20;2044;411145
M;21;2044;403828
M;22;2044;396993
M;23;2044;392002
M;24;2044;388853
M;25;2044;387403
M;26;2044;387322
M;27;2044;388434
M;28;2044;392854
M;29;2044;404189
M;30;2044;404751
M;31;2044;407735
M;32;2044;417069
M;33;2044;428260
M;34;2044;427517
M;35;2044;430061
M;36;2044;427619
M;37;2044;435013
M;38;2044;426286
M;39;2044;423627
M;40;2044;421388
M;41;2044;423798
M;42;2044;428358
M;43;2044;436068
M;44;2044;416605
M;45;2044;411534
M;46;2044;403751
M;47;2044;405235
M;48;2044;398891
M;49;2044;388713
M;50;2044;388069
M;51;2044;409736
M;52;2044;415058
M;53;2044;423876
M;54;2044;421517
M;55;2044;424157
M;56;2044;423483
M;57;2044;425749
M;58;2044;422454
M;59;2044;415242
M;60;2044;408047
M;61;2044;427154
M;62;2044;424949
M;63;2044;427082
M;64;2044;400512
M;65;2044;389580
M;66;2044;389616
M;67;2044;374844
M;68;2044;379936
M;69;2044;396406
M;70;2044;410237
M;71;2044;414884
M;72;2044;405257
M;73;2044;390595
M;74;2044;376395
M;75;2044;364906
M;76;2044;354256
M;77;2044;353458
M;78;2044;344918
M;79;2044;336727
M;80;2044;321871
M;81;2044;298431
M;82;2044;284201
M;83;2044;268903
M;84;2044;250446
M;85;2044;229131
M;86;2044;211007
M;87;2044;191424
M;88;2044;170826
M;89;2044;153659
M;90;2044;131795
M;91;2044;117698
M;92;2044;98752
M;93;2044;86671
M;94;2044;68977
M;95;2044;54862
M;96;2044;41224
M;97;2044;29037
M;98;2044;15738
M;99;2044;30274
M;100;2044;0
M;101;2044;0
M;102;2044;0
M;103;2044;0
M;104;2044;0
M;105;2044;0
M;106;2044;0
M;107;2044;0
M;108;2044;0
F;0;2044;388945
F;1;2044;385594
F;2;2044;388508
F;3;2044;391510
F;4;2044;394124
F;5;2044;396266
F;6;2044;397727
F;7;2044;398812
F;8;2044;399343
F;9;2044;399601
F;10;2044;399735
F;11;2044;399759
F;12;2044;399662
F;13;2044;399506
F;14;2044;399596
F;15;2044;400621
F;16;2044;401984
F;17;2044;402546
F;18;2044;401367
F;19;2044;398481
F;20;2044;394766
F;21;2044;391249
F;22;2044;388787
F;23;2044;387833
F;24;2044;388080
F;25;2044;389440
F;26;2044;391826
F;27;2044;394966
F;28;2044;400819
F;29;2044;412839
F;30;2044;414128
F;31;2044;417177
F;32;2044;430159
F;33;2044;439102
F;34;2044;437647
F;35;2044;440695
F;36;2044;438809
F;37;2044;445515
F;38;2044;437207
F;39;2044;434903
F;40;2044;431975
F;41;2044;433143
F;42;2044;438979
F;43;2044;445678
F;44;2044;424279
F;45;2044;422328
F;46;2044;412662
F;47;2044;415245
F;48;2044;411099
F;49;2044;399775
F;50;2044;398036
F;51;2044;416122
F;52;2044;423569
F;53;2044;431719
F;54;2044;432383
F;55;2044;436053
F;56;2044;433193
F;57;2044;439392
F;58;2044;434764
F;59;2044;432501
F;60;2044;422301
F;61;2044;442661
F;62;2044;443862
F;63;2044;444389
F;64;2044;418665
F;65;2044;406874
F;66;2044;404950
F;67;2044;392678
F;68;2044;400376
F;69;2044;416936
F;70;2044;437373
F;71;2044;442522
F;72;2044;435467
F;73;2044;422591
F;74;2044;413402
F;75;2044;408054
F;76;2044;398978
F;77;2044;403012
F;78;2044;397205
F;79;2044;396622
F;80;2044;384175
F;81;2044;362109
F;82;2044;352644
F;83;2044;339208
F;84;2044;325379
F;85;2044;304249
F;86;2044;289049
F;87;2044;270627
F;88;2044;252943
F;89;2044;235819
F;90;2044;213487
F;91;2044;198526
F;92;2044;173722
F;93;2044;159694
F;94;2044;136312
F;95;2044;114678
F;96;2044;92963
F;97;2044;71190
F;98;2044;41699
F;99;2044;95873
F;100;2044;0
F;101;2044;0
F;102;2044;0
F;103;2044;0
F;104;2044;0
F;105;2044;0
F;106;2044;0
F;107;2044;0
F;108;2044;0
M;0;2045;407377
M;1;2045;404158
M;2;2045;407468
M;3;2045;411154
M;4;2045;414855
M;5;2045;417819
M;6;2045;419743
M;7;2045;421081
M;8;2045;421841
M;9;2045;422360
M;10;2045;422637
M;11;2045;422691
M;12;2045;422585
M;13;2045;422244
M;14;2045;422103
M;15;2045;423060
M;16;2045;424226
M;17;2045;424455
M;18;2045;422165
M;19;2045;417472
M;20;2045;410657
M;21;2045;402989
M;22;2045;395987
M;23;2045;390899
M;24;2045;387691
M;25;2045;386249
M;26;2045;386224
M;27;2045;387430
M;28;2045;389669
M;29;2045;394985
M;30;2045;406909
M;31;2045;407754
M;32;2045;410746
M;33;2045;420083
M;34;2045;431117
M;35;2045;430204
M;36;2045;432892
M;37;2045;430217
M;38;2045;437364
M;39;2045;428010
M;40;2045;425267
M;41;2045;422617
M;42;2045;424858
M;43;2045;429059
M;44;2045;436804
M;45;2045;417004
M;46;2045;411872
M;47;2045;404093
M;48;2045;405677
M;49;2045;399283
M;50;2045;389034
M;51;2045;388394
M;52;2045;409948
M;53;2045;415196
M;54;2045;423832
M;55;2045;421566
M;56;2045;424116
M;57;2045;423294
M;58;2045;425028
M;59;2045;421406
M;60;2045;413935
M;61;2045;406343
M;62;2045;425064
M;63;2045;422587
M;64;2045;424653
M;65;2045;397966
M;66;2045;386863
M;67;2045;386763
M;68;2045;371865
M;69;2045;376698
M;70;2045;392732
M;71;2045;406097
M;72;2045;410314
M;73;2045;400321
M;74;2045;385406
M;75;2045;370811
M;76;2045;358846
M;77;2045;347643
M;78;2045;346008
M;79;2045;336746
M;80;2045;327676
M;81;2045;311913
M;82;2045;287849
M;83;2045;272583
M;84;2045;256393
M;85;2045;236960
M;86;2045;215053
M;87;2045;196159
M;88;2045;176093
M;89;2045;155223
M;90;2045;137620
M;91;2045;116121
M;92;2045;101743
M;93;2045;83598
M;94;2045;71190
M;95;2045;55137
M;96;2045;42544
M;97;2045;30999
M;98;2045;21318
M;99;2045;32053
M;100;2045;0
M;101;2045;0
M;102;2045;0
M;103;2045;0
M;104;2045;0
M;105;2045;0
M;106;2045;0
M;107;2045;0
M;108;2045;0
F;0;2045;387849
F;1;2045;384769
F;2;2045;388092
F;3;2045;391593
F;4;2045;394810
F;5;2045;397278
F;6;2045;399054
F;7;2045;400451
F;8;2045;401193
F;9;2045;401512
F;10;2045;401620
F;11;2045;401690
F;12;2045;401664
F;13;2045;401492
F;14;2045;401398
F;15;2045;402093
F;16;2045;403149
F;17;2045;403400
F;18;2045;401837
F;19;2045;398475
F;20;2045;394287
F;21;2045;390426
F;22;2045;387810
F;23;2045;386754
F;24;2045;386947
F;25;2045;388308
F;26;2045;390741
F;27;2045;393969
F;28;2045;397776
F;29;2045;403972
F;30;2045;416223
F;31;2045;417443
F;32;2045;420471
F;33;2045;433206
F;34;2045;441853
F;35;2045;440133
F;36;2045;443210
F;37;2045;441177
F;38;2045;447652
F;39;2045;438692
F;40;2045;436231
F;41;2045;432761
F;42;2045;433805
F;43;2045;439279
F;44;2045;446162
F;45;2045;424705
F;46;2045;422589
F;47;2045;412791
F;48;2045;415239
F;49;2045;411184
F;50;2045;399723
F;51;2045;398005
F;52;2045;415922
F;53;2045;423367
F;54;2045;431442
F;55;2045;432156
F;56;2045;435957
F;57;2045;433253
F;58;2045;439314
F;59;2045;434318
F;60;2045;431590
F;61;2045;421134
F;62;2045;441435
F;63;2045;442713
F;64;2045;443223
F;65;2045;417428
F;66;2045;405417
F;67;2045;403428
F;68;2045;390991
F;69;2045;398549
F;70;2045;414606
F;71;2045;434623
F;72;2045;439312
F;73;2045;432071
F;74;2045;419007
F;75;2045;409575
F;76;2045;403756
F;77;2045;394284
F;78;2045;397683
F;79;2045;391183
F;80;2045;389605
F;81;2045;376127
F;82;2045;353291
F;83;2045;342690
F;84;2045;328273
F;85;2045;313184
F;86;2045;291088
F;87;2045;274508
F;88;2045;254909
F;89;2045;236153
F;90;2045;217854
F;91;2045;194819
F;92;2045;178583
F;93;2045;153696
F;94;2045;138596
F;95;2045;115815
F;96;2045;95110
F;97;2045;75072
F;98;2045;56088
F;99;2045;99954
F;100;2045;0
F;101;2045;0
F;102;2045;0
F;103;2045;0
F;104;2045;0
F;105;2045;0
F;106;2045;0
F;107;2045;0
F;108;2045;0
M;0;2046;406026
M;1;2046;403005
M;2;2046;406599
M;3;2046;410713
M;4;2046;414937
M;5;2046;418535
M;6;2046;420809
M;7;2046;422481
M;8;2046;423568
M;9;2046;424305
M;10;2046;424651
M;11;2046;424676
M;12;2046;424620
M;13;2046;424353
M;14;2046;424193
M;15;2046;424963
M;16;2046;425776
M;17;2046;425690
M;18;2046;423076
M;19;2046;417980
M;20;2046;410664
M;21;2046;402504
M;22;2046;395151
M;23;2046;389896
M;24;2046;386592
M;25;2046;385091
M;26;2046;385074
M;27;2046;386336
M;28;2046;388669
M;29;2046;391804
M;30;2046;397712
M;31;2046;409915
M;32;2046;410769
M;33;2046;413766
M;34;2046;422947
M;35;2046;433807
M;36;2046;433040
M;37;2046;435494
M;38;2046;432577
M;39;2046;439089
M;40;2046;429655
M;41;2046;426502
M;42;2046;423686
M;43;2046;425572
M;44;2046;429812
M;45;2046;437198
M;46;2046;417350
M;47;2046;412219
M;48;2046;404552
M;49;2046;406077
M;50;2046;399607
M;51;2046;389378
M;52;2046;388668
M;53;2046;410123
M;54;2046;415201
M;55;2046;423907
M;56;2046;421568
M;57;2046;423963
M;58;2046;422623
M;59;2046;424016
M;60;2046;420124
M;61;2046;412258
M;62;2046;404402
M;63;2046;422763
M;64;2046;420248
M;65;2046;422038
M;66;2046;395269
M;67;2046;384107
M;68;2046;383779
M;69;2046;368783
M;70;2046;373302
M;71;2046;388879
M;72;2046;401748
M;73;2046;405454
M;74;2046;395149
M;75;2046;379842
M;76;2046;364815
M;77;2046;352319
M;78;2046;340492
M;79;2046;338008
M;80;2046;327906
M;81;2046;317770
M;82;2046;301105
M;83;2046;276327
M;84;2046;260155
M;85;2046;242852
M;86;2046;222670
M;87;2046;200178
M;88;2046;180700
M;89;2046;160246
M;90;2046;139234
M;91;2046;121450
M;92;2046;100524
M;93;2046;86276
M;94;2046;68772
M;95;2046;57000
M;96;2046;42827
M;97;2046;32042
M;98;2046;22797
M;99;2046;37371
M;100;2046;0
M;101;2046;0
M;102;2046;0
M;103;2046;0
M;104;2046;0
M;105;2046;0
M;106;2046;0
M;107;2046;0
M;108;2046;0
F;0;2046;386565
F;1;2046;383676
F;2;2046;387268
F;3;2046;391178
F;4;2046;394894
F;5;2046;397965
F;6;2046;400066
F;7;2046;401778
F;8;2046;402832
F;9;2046;403363
F;10;2046;403532
F;11;2046;403576
F;12;2046;403595
F;13;2046;403494
F;14;2046;403384
F;15;2046;403895
F;16;2046;404622
F;17;2046;404566
F;18;2046;402691
F;19;2046;398946
F;20;2046;394282
F;21;2046;389948
F;22;2046;386988
F;23;2046;385778
F;24;2046;385869
F;25;2046;387177
F;26;2046;389610
F;27;2046;392885
F;28;2046;396780
F;29;2046;400931
F;30;2046;407359
F;31;2046;419540
F;32;2046;420738
F;33;2046;423521
F;34;2046;435960
F;35;2046;444341
F;36;2046;442650
F;37;2046;445580
F;38;2046;443318
F;39;2046;449138
F;40;2046;440022
F;41;2046;437019
F;42;2046;433428
F;43;2046;434113
F;44;2046;439771
F;45;2046;446583
F;46;2046;424972
F;47;2046;422719
F;48;2046;412795
F;49;2046;415330
F;50;2046;411132
F;51;2046;399701
F;52;2046;397835
F;53;2046;415741
F;54;2046;423114
F;55;2046;431232
F;56;2046;432081
F;57;2046;436031
F;58;2046;433205
F;59;2046;438881
F;60;2046;433426
F;61;2046;430426
F;62;2046;419985
F;63;2046;440322
F;64;2046;441583
F;65;2046;441943
F;66;2046;415970
F;67;2046;403931
F;68;2046;401737
F;69;2046;389252
F;70;2046;396364
F;71;2046;412045
F;72;2046;431529
F;73;2046;435962
F;74;2046;428494
F;75;2046;415220
F;76;2046;405359
F;77;2046;399118
F;78;2046;389181
F;79;2046;391792
F;80;2046;384407
F;81;2046;381632
F;82;2046;367200
F;83;2046;343525
F;84;2046;331877
F;85;2046;316221
F;86;2046;299923
F;87;2046;276720
F;88;2046;258856
F;89;2046;238077
F;90;2046;218253
F;91;2046;198908
F;92;2046;175342
F;93;2046;158106
F;94;2046;133490
F;95;2046;117864
F;96;2046;96155
F;97;2046;76899
F;98;2046;59225
F;99;2046;114054
F;100;2046;0
F;101;2046;0
F;102;2046;0
F;103;2046;0
F;104;2046;0
F;105;2046;0
F;106;2046;0
F;107;2046;0
F;108;2046;0
M;0;2047;404529
M;1;2047;401657
M;2;2047;405447
M;3;2047;409845
M;4;2047;414497
M;5;2047;418617
M;6;2047;421525
M;7;2047;423547
M;8;2047;424968
M;9;2047;426032
M;10;2047;426596
M;11;2047;426690
M;12;2047;426605
M;13;2047;426389
M;14;2047;426303
M;15;2047;427054
M;16;2047;427680
M;17;2047;427241
M;18;2047;424312
M;19;2047;418893
M;20;2047;411175
M;21;2047;402514
M;22;2047;394669
M;23;2047;389063
M;24;2047;385592
M;25;2047;383995
M;26;2047;383919
M;27;2047;385190
M;28;2047;387579
M;29;2047;390808
M;30;2047;394535
M;31;2047;400724
M;32;2047;412933
M;33;2047;413793
M;34;2047;416636
M;35;2047;425645
M;36;2047;436647
M;37;2047;435647
M;38;2047;437858
M;39;2047;434312
M;40;2047;440736
M;41;2047;430896
M;42;2047;427578
M;43;2047;424410
M;44;2047;426338
M;45;2047;430224
M;46;2047;437538
M;47;2047;417705
M;48;2047;412684
M;49;2047;404971
M;50;2047;406409
M;51;2047;399953
M;52;2047;389672
M;53;2047;388909
M;54;2047;410167
M;55;2047;415328
M;56;2047;423937
M;57;2047;421460
M;58;2047;423330
M;59;2047;421662
M;60;2047;422771
M;61;2047;418472
M;62;2047;410344
M;63;2047;402256
M;64;2047;420488
M;65;2047;417728
M;66;2047;419269
M;67;2047;392533
M;68;2047;381223
M;69;2047;380689
M;70;2047;365550
M;71;2047;369741
M;72;2047;384829
M;73;2047;397118
M;74;2047;400359
M;75;2047;389599
M;76;2047;373863
M;77;2047;358350
M;78;2047;345252
M;79;2047;332805
M;80;2047;329343
M;81;2047;318215
M;82;2047;307001
M;83;2047;289317
M;84;2047;263980
M;85;2047;246676
M;86;2047;228474
M;87;2047;207536
M;88;2047;184652
M;89;2047;164677
M;90;2047;143962
M;91;2047;123067
M;92;2047;105309
M;93;2047;85383
M;94;2047;71089
M;95;2047;55150
M;96;2047;44347
M;97;2047;32306
M;98;2047;23604
M;99;2047;42256
M;100;2047;0
M;101;2047;0
M;102;2047;0
M;103;2047;0
